Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,year,month,day,SMA_50,SMA_200,RSI
2015-04-07,INDUSINDBK,EQ,914.95,915.05,920.5,900.2,910.7,906.95,908.62,738125,67067554365000.0,16054.0,326862.0,0.4428,2015,4,7,878.967,0.0,55.852437604892316
2015-04-08,INDUSINDBK,EQ,906.95,915.15,915.15,900.05,901.1,901.95,905.71,456811,41373994665000.0,10227.0,177982.0,0.3896,2015,4,8,880.081,0.0,54.134274479508605
2015-04-09,INDUSINDBK,EQ,901.95,908.0,947.85,901.0,946.0,943.9,928.72,1086130,100870948685000.0,29513.0,253033.0,0.233,2015,4,9,881.812,0.0,64.10996177748342
2015-04-10,INDUSINDBK,EQ,943.9,948.4,951.45,935.6,941.65,945.25,944.11,761095,71856050365000.0,18297.0,254782.0,0.3348,2015,4,10,883.452,0.0,64.37846756117924
2015-04-13,INDUSINDBK,EQ,945.25,948.0,954.9,940.5,947.15,949.75,948.9,847695,80437949085000.0,21808.0,440369.0,0.5195000000000001,2015,4,13,885.072,0.0,65.3101033398055
2015-04-15,INDUSINDBK,EQ,949.75,953.85,967.0,938.25,948.5,946.55,957.2,862700,82577781540000.0,21064.0,259473.0,0.3008,2015,4,15,886.482,0.0,64.02770298487732
2015-04-16,INDUSINDBK,EQ,946.55,955.0,959.0,927.95,929.6,934.45,945.12,3431738,324341948920000.0,79525.0,709722.0,0.2068,2015,4,16,887.7669999999999,0.0,59.287201519237925
2015-04-17,INDUSINDBK,EQ,934.45,936.0,936.0,873.15,874.0,876.0,898.41,2706290,243136108320000.0,71144.0,1005234.0,0.3714,2015,4,17,887.7959999999999,0.0,42.801726114542056
2015-04-20,INDUSINDBK,EQ,876.0,874.7,881.25,830.0,845.1,843.75,854.77,1937207,165587063530000.0,45157.0,628140.0,0.3243,2015,4,20,887.444,0.0,36.73264894520892
2015-04-21,INDUSINDBK,EQ,843.75,849.0,860.0,833.3,837.8,837.8,848.95,1671993,141944610050000.0,35307.0,569128.0,0.3404,2015,4,21,886.934,0.0,35.72613602626926
2015-04-22,INDUSINDBK,EQ,837.8,840.0,852.0,820.0,850.0,846.25,836.72,1350387,112989934345000.0,29987.0,281184.0,0.2082,2015,4,22,886.551,0.0,38.311351733305074
2015-04-23,INDUSINDBK,EQ,846.25,854.8,869.9,850.15,855.8,858.75,859.47,1373721,118067859795000.0,30149.0,349620.0,0.2545,2015,4,23,886.82,0.0,42.02612807312226
2015-04-24,INDUSINDBK,EQ,858.75,863.4,863.4,824.2,833.05,830.55,838.62,1042505,87426630025000.0,23170.0,308441.0,0.2959,2015,4,24,886.928,0.0,36.66234252263673
2015-04-27,INDUSINDBK,EQ,830.55,834.0,834.0,810.55,821.0,823.05,823.58,1087851,89592754330000.0,31669.0,473625.0,0.4354,2015,4,27,886.573,0.0,35.36940764422178
2015-04-28,INDUSINDBK,EQ,823.05,818.15,835.3,806.1,826.1,827.7,826.18,1528666,126294795830000.0,43627.0,689527.0,0.4511,2015,4,28,886.0170000000002,0.0,36.85624417830806
2015-04-29,INDUSINDBK,EQ,827.7,828.8,842.0,818.05,830.5,833.1,829.95,1119768,92934704220000.0,32016.0,398685.0,0.356,2015,4,29,885.28,0.0,38.62212909584374
2015-04-30,INDUSINDBK,EQ,833.1,830.1,835.4,820.05,827.3,823.8,826.28,1960263,161972390285000.0,41354.0,1045306.0,0.5332,2015,4,30,884.2489999999999,0.0,36.71763112836059
2015-05-04,INDUSINDBK,EQ,823.8,828.0,849.5,827.2,841.3,841.7,841.5,868300,73067304120000.0,17620.0,242234.0,0.2789999999999999,2015,5,4,883.825,0.0,42.585993482564
2015-05-05,INDUSINDBK,EQ,841.7,839.85,845.95,831.6,835.6,836.55,840.22,672307,56488395370000.01,16669.0,234319.0,0.3485,2015,5,5,883.2589999999999,0.0,41.39656753545276
2015-05-06,INDUSINDBK,EQ,836.55,837.0,839.0,799.0,800.25,802.95,813.96,985312,80200737510000.0,21748.0,463561.0,0.4705,2015,5,6,882.168,0.0,34.605572732770156
2015-05-07,INDUSINDBK,EQ,802.95,796.7,800.0,786.0,789.4,795.2,793.3,1753181,139080128325000.0,53622.0,973453.0,0.5552,2015,5,7,880.536,0.0,33.250644651117554
2015-05-08,INDUSINDBK,EQ,795.2,803.05,815.7,800.0,809.0,810.45,809.85,1407570,113992448605000.0,33376.0,633225.0,0.4499,2015,5,8,879.3940000000001,0.0,38.364559922673706
2015-05-11,INDUSINDBK,EQ,810.45,816.4,823.0,806.0,818.9,819.65,816.5,1423467,116225832725000.0,19977.0,884071.0,0.6211,2015,5,11,878.5039999999999,0.0,41.28698574536321
2015-05-12,INDUSINDBK,EQ,819.65,822.9,822.9,794.2,801.1,800.25,799.85,1358401,108651335040000.02,32229.0,683939.0,0.5035000000000001,2015,5,12,877.3379999999999,0.0,37.27358316495908
2015-05-13,INDUSINDBK,EQ,800.25,805.1,819.4,795.15,817.0,817.2,811.04,1074443,87141345850000.0,23818.0,382903.0,0.3564,2015,5,13,876.7760000000001,0.0,42.53003996281522
2015-05-14,INDUSINDBK,EQ,817.2,817.2,820.0,800.3,816.0,816.65,812.39,680132,55253436250000.0,13240.0,257148.0,0.3781,2015,5,14,875.8190000000001,0.0,42.405861528212846
2015-05-15,INDUSINDBK,EQ,816.65,819.95,841.3,818.0,830.65,833.35,834.16,1234559,102982139945000.0,30456.0,446124.0,0.3614,2015,5,15,874.155,0.0,47.42541102548762
2015-05-18,INDUSINDBK,EQ,833.35,829.75,852.3,827.55,849.5,846.35,844.9,995778,84132813355000.0,21765.0,463998.0,0.466,2015,5,18,872.192,0.0,51.00512766004231
2015-05-19,INDUSINDBK,EQ,846.35,846.0,858.7,842.2,843.1,845.7,851.0,816702,69501464520000.01,19535.0,347099.0,0.425,2015,5,19,870.334,0.0,50.81881088849642
2015-05-20,INDUSINDBK,EQ,845.7,848.95,856.0,847.25,852.0,851.55,852.53,750251,63960961245000.01,13438.0,372374.0,0.4963,2015,5,20,869.201,0.0,52.50053227495102
2015-05-21,INDUSINDBK,EQ,851.55,855.8,855.8,838.05,849.1,848.2,845.4,503688,42581948455000.0,10380.0,136943.0,0.2719,2015,5,21,867.901,0.0,51.416282551606116
2015-05-22,INDUSINDBK,EQ,848.2,850.7,861.65,848.25,852.0,852.6,855.42,760999,65097259600000.0,17357.0,308906.0,0.4059,2015,5,22,867.0490000000001,0.0,52.79521869863736
2015-05-25,INDUSINDBK,EQ,852.6,851.8,862.75,846.95,850.3,854.1,855.49,516256,44165376985000.0,15700.0,218692.0,0.4236,2015,5,25,866.196,0.0,53.282029990443945
2015-05-26,INDUSINDBK,EQ,854.1,853.0,859.8,841.3,856.75,852.95,850.75,552759,47025872750000.0,17158.0,249785.0,0.4518999999999999,2015,5,26,865.4509999999999,0.0,52.83218335466834
2015-05-27,INDUSINDBK,EQ,852.95,848.95,865.0,844.6,864.5,860.3,856.17,307557,26331962660000.0,9906.0,90073.0,0.2929,2015,5,27,864.821,0.0,55.4226169604263
2015-05-28,INDUSINDBK,EQ,860.3,863.9,869.1,850.1,853.0,855.3,857.21,1570880,134656643375000.0,17141.0,1043858.0,0.6645000000000001,2015,5,28,864.4229999999999,0.0,53.278986140304276
2015-05-29,INDUSINDBK,EQ,855.3,854.9,880.0,853.15,873.15,873.95,871.7,739227,64438674665000.0,16421.0,331226.0,0.4481,2015,5,29,864.357,0.0,59.56172614822654
2015-06-01,INDUSINDBK,EQ,873.95,870.0,885.0,870.0,881.6,882.95,880.06,641892,56490140779999.99,17674.0,305392.0,0.4758,2015,6,1,863.953,0.0,62.20316533906027
2015-06-02,INDUSINDBK,EQ,882.95,883.0,884.05,842.5,844.85,847.15,859.74,885470,76127689505000.0,24600.0,326231.0,0.3684,2015,6,2,862.832,0.0,48.60319336858925
2015-06-03,INDUSINDBK,EQ,847.15,845.0,850.9,834.0,848.65,842.6,840.82,505601,42511944800000.0,11076.0,150039.0,0.2968,2015,6,3,862.0609999999999,0.0,47.19098865295771
2015-06-04,INDUSINDBK,EQ,842.6,847.8,852.75,837.25,848.0,846.65,845.4,454498,38423098855000.0,11464.0,109693.0,0.2413,2015,6,4,861.2669999999999,0.0,48.621984867848184
2015-06-05,INDUSINDBK,EQ,846.65,840.0,847.8,830.0,830.25,834.45,837.13,979963,82035309105000.0,18142.0,582868.0,0.5948,2015,6,5,860.189,0.0,44.69317387812449
2015-06-08,INDUSINDBK,EQ,834.45,828.0,828.4,809.0,812.0,811.7,815.51,1318893,107556987134999.98,31340.0,838527.0,0.6358,2015,6,8,858.7260000000001,0.0,38.453392586255674
2015-06-09,INDUSINDBK,EQ,811.7,807.8,818.4,790.0,809.8,809.2,812.39,1076855,87482726875000.0,27658.0,524216.0,0.4868,2015,6,9,857.4889999999999,0.0,37.82837937485779
2015-06-10,INDUSINDBK,EQ,809.2,811.0,830.7,811.0,819.0,819.6,825.1,997303,82287263190000.0,20720.0,488140.0,0.4895,2015,6,10,856.674,0.0,42.04824971352818
2015-06-11,INDUSINDBK,EQ,819.6,825.0,826.0,793.0,796.0,795.1,808.88,1251145,101202518210000.0,22718.0,552203.0,0.4414,2015,6,11,854.961,0.0,35.87133157910547
2015-06-12,INDUSINDBK,EQ,795.1,790.0,814.0,784.0,810.9,810.8,798.61,1006880,80410300920000.0,32526.0,382415.0,0.3797999999999999,2015,6,12,853.418,0.0,41.77413256868542
